person,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,in_frame_sample,group,contact_traced_covid_cases
539,1974,Stayed the Same,Increased,Stayed the Same,Increased,Decreased,Rent expenses,Financial Institution (Term Loan or Line-of-Credit,"NA",No,3 months to less than 6 months,No,"NA",No,No,"NA","NA",Yes,1,1,9
540,1980,Stayed the Same,Stayed the Same,Stayed the Same,Increased,Decreased,Government regulations,CEBA,"NA",No,Not considering permanent closure or bankrupcy,No,"NA",No,No,"NA","NA",Yes,1,1,11
542,1905,Decreased,Stayed the Same,Decreased,Increased,Increased,Shortage of space and equipment,CERS,"NA",Yes,Less than 1 month,No,"NA",No,Yes,Yes,"NA",Yes,1,1,5
548,1995,Stayed the Same,Stayed the Same,Decreased,Increased,Decreased,"NA",Loan from Family or Friends,"NA",Don't Know,Less than 1 month,No,"NA",No,Yes,Yes,"NA",Yes,1,1,5
551,1900,Stayed the Same,Increased,Decreased,Increased,Stayed the Same,Maintaining sufficient cash flow or managing debt,CEBA,"NA",Don't Know,Less than 1 month,No,"NA",No,Yes,Yes,"NA",Yes,1,1,11
553,1970,Stayed the Same,Decreased,Decreased,Increased,Decreased,Cost of insurance,Temporary 10% Wage Subsidy,"NA",No,1 month to less than 3 months,No,"NA",No,Yes,Yes,"NA",Yes,1,1,3
564,1950,Decreased,Stayed the Same,Stayed the Same,Stayed the Same,Stayed the Same,Other,Financial Institution (Term Loan or Line-of-Credit,"NA",Yes,1 month to less than 3 months,No,"NA",No,Yes,Yes,"NA",Yes,1,1,5
569,1998,Stayed the Same,Stayed the Same,Increased,Increased,Stayed the Same,Maintaining sufficient cash flow or managing debt,Grant or Loan Funding from Philanthropic or Mutual-Aid Sources,"NA",Yes,Don't Know,No,"NA",No,Yes,"No, but our business used to use it",I don't understand how these platforms work,Yes,1,1,6
572,1989,Stayed the Same,Stayed the Same,Increased,Decreased,Decreased,Recruiting and training skilled employees,Temporary 10% Wage Subsidy,"NA",Don't Know,12 months or more,No,"NA",Yes,No,"NA","NA",Yes,1,1,4
574,1950,Stayed the Same,Stayed the Same,Decreased,Stayed the Same,Decreased,Other,Grant or Loan Funding from Philanthropic or Mutual-Aid Sources,"NA",Yes,Less than 1 month,No,"NA",No,Yes,Yes,"NA",Yes,1,1,2
576,1964,Increased,Stayed the Same,Increased,Increased,Increased,Rising cost of inputs,Regional Relief and Recovery Fund,"NA",Yes,Less than 1 month,No,"NA",No,No,"NA","NA",Yes,1,1,7
579,1939,Stayed the Same,Decreased,Decreased,Increased,Increased,Rising cost of inputs,Regional Relief and Recovery Fund,"NA",Yes,12 months or more,No,"NA",No,Yes,Yes,"NA",Yes,1,1,4
585,1939,Stayed the Same,Stayed the Same,Stayed the Same,Increased,Decreased,Shortage of space and equipment,CERS,"NA",No,Not considering permanent closure or bankrupcy,No,"NA",No,No,"NA","NA",Yes,1,1,4
589,1947,Increased,Stayed the Same,Stayed the Same,Stayed the Same,Decreased,Shortage of labour force,Temporary 10% Wage Subsidy,"NA",Yes,Less than 1 month,No,"NA",No,Yes,Yes,"NA",Yes,1,1,9
591,1989,Stayed the Same,Increased,Decreased,Increased,Decreased,Maintaining sufficient cash flow or managing debt,Regional Relief and Recovery Fund,"NA",No,Not considering permanent closure or bankrupcy,Yes,Korean,No,Yes,Yes,"NA",Yes,1,1,10
593,1957,Stayed the Same,Decreased,Decreased,Increased,Decreased,Rising cost of inputs,CECRA,"NA",Don't Know,12 months or more,Yes,Arab,No,Yes,Yes,"NA",Yes,1,1,9
594,1944,Stayed the Same,Stayed the Same,Increased,Stayed the Same,Decreased,Maintaining sufficient cash flow or managing debt,Financial Institution (Term Loan or Line-of-Credit,"NA",No,Less than 1 month,Yes,South Asian,No,No,"NA","NA",Yes,1,1,6
605,1975,Stayed the Same,Decreased,Decreased,Increased,Decreased,Insufficent and/or fluctuating customer demand,Regional Relief and Recovery Fund,"NA",No,6 months to less than 12 months,Yes,Southeast Asian,Yes,Yes,Yes,"NA",Yes,1,1,11
610,1906,Stayed the Same,Stayed the Same,Increased,Increased,Increased,Rent expenses,CEWS,"NA",Yes,Don't Know,Yes,Multiple Visible Minority,No,Yes,Yes,"NA",Yes,1,1,11
614,1992,Stayed the Same,Stayed the Same,Stayed the Same,Increased,Stayed the Same,Recruiting and training skilled employees,CEWS,"NA",Don't Know,Less than 1 month,No,"NA",No,Yes,Yes,"NA",Yes,1,1,1
626,1984,Stayed the Same,Stayed the Same,Decreased,Increased,Increased,Cost of delivery and take out,Loan from Family or Friends,"NA",Don't Know,Not considering permanent closure or bankrupcy,No,"NA",No,Yes,Yes,"NA",Yes,1,1,8
629,1904,Stayed the Same,Stayed the Same,Decreased,Decreased,Stayed the Same,Supply chain challenges,Regional Relief and Recovery Fund,"NA",Don't Know,Not considering permanent closure or bankrupcy,No,"NA",No,Yes,Yes,"NA",Yes,1,1,8
631,1904,Decreased,Decreased,Decreased,Increased,Decreased,Supply chain challenges,Grant or Loan Funding from Philanthropic or Mutual-Aid Sources,"NA",Yes,Don't Know,No,"NA",No,Yes,Yes,"NA",Yes,1,1,4
634,2005,Increased,Stayed the Same,Decreased,Increased,Stayed the Same,Shortage of space and equipment,None of the Above,Did not meet eligibility requirements,Don't Know,12 months or more,No,"NA",No,Yes,Yes,"NA",Yes,1,1,3
636,1944,Stayed the Same,Stayed the Same,Decreased,Increased,Stayed the Same,Maintaining sufficient cash flow or managing debt,CEBA,"NA",Don't Know,3 months to less than 6 months,Yes,Chinese,No,Yes,"No, but our business used to use it",Commission fees too high,Yes,1,1,11
638,1947,Stayed the Same,Decreased,Decreased,Decreased,Decreased,Government regulations,Loan from Family or Friends,"NA",Yes,6 months to less than 12 months,No,"NA",Yes,No,"NA","NA",Yes,1,1,5
639,1979,Stayed the Same,Stayed the Same,Increased,Increased,Stayed the Same,Recruiting and training skilled employees,Loan from Family or Friends,"NA",Don't Know,Less than 1 month,No,"NA",No,Yes,Yes,"NA",Yes,1,1,9
642,1987,Stayed the Same,Stayed the Same,Decreased,Increased,Decreased,Insufficent and/or fluctuating customer demand,Other,"NA",Yes,6 months to less than 12 months,No,"NA",No,Yes,"No, but our business used to use it",I don't understand how these platforms work,Yes,1,1,1
649,2017,Decreased,Stayed the Same,Stayed the Same,Increased,Stayed the Same,Increasing competition,Grant or Loan Funding from Philanthropic or Mutual-Aid Sources,"NA",No,Don't Know,No,"NA",No,Yes,Yes,"NA",Yes,1,1,1
651,1963,Stayed the Same,Increased,Increased,Stayed the Same,Decreased,Maintaining sufficient cash flow or managing debt,Financial Institution (Term Loan or Line-of-Credit,"NA",Yes,1 month to less than 3 months,No,"NA",No,Yes,Yes,"NA",Yes,1,1,4
653,2013,Stayed the Same,Stayed the Same,Decreased,Increased,Decreased,Shortage of labour force,Temporary 10% Wage Subsidy,"NA",Don't Know,Less than 1 month,No,"NA",No,Yes,Yes,"NA",Yes,1,1,6
655,1958,Increased,Stayed the Same,Increased,Decreased,Increased,Increasing competition,"Provincial, Territorial or Municipal Government Programs","NA",Don't Know,6 months to less than 12 months,Yes,Multiple Visible Minority,No,No,"NA","NA",Yes,1,1,4
656,1928,Stayed the Same,Stayed the Same,Decreased,Stayed the Same,Increased,Shortage of labour force,CERS,"NA",No,Not considering permanent closure or bankrupcy,No,"NA",No,No,"NA","NA",Yes,1,1,2
661,1947,Stayed the Same,Stayed the Same,Increased,Increased,Decreased,Cost of delivery and take out,CERS,"NA",Yes,12 months or more,Yes,South Asian,Yes,Yes,Yes,"NA",Yes,1,1,9
666,1992,Stayed the Same,Stayed the Same,Decreased,Increased,Decreased,Cost of delivery and take out,CERS,"NA",No,1 month to less than 3 months,Yes,Arab,No,Yes,Yes,"NA",Yes,1,1,4
667,1954,Stayed the Same,Stayed the Same,Decreased,Increased,Decreased,Shortage of labour force,CERS,"NA",No,3 months to less than 6 months,No,"NA",No,Yes,Yes,"NA",Yes,1,1,9
668,2005,Stayed the Same,Decreased,Stayed the Same,Decreased,Decreased,Recruiting and training skilled employees,Temporary 10% Wage Subsidy,"NA",Yes,Less than 1 month,No,"NA",No,Yes,"No, but our business used to use it",Commission fees too high,Yes,1,1,2
670,1910,Stayed the Same,Increased,Decreased,Increased,Decreased,Other,CECRA,"NA",Yes,1 month to less than 3 months,Yes,Chinese,No,Yes,Yes,"NA",Yes,1,1,4
673,1946,Increased,Stayed the Same,Decreased,Increased,Decreased,Rising cost of inputs,Temporary 10% Wage Subsidy,"NA",No,3 months to less than 6 months,Yes,South Asian,No,Yes,Yes,"NA",Yes,1,1,3
676,1994,Stayed the Same,Increased,Decreased,Decreased,Stayed the Same,Recruiting and training skilled employees,Financial Institution (Term Loan or Line-of-Credit,"NA",Yes,1 month to less than 3 months,Yes,Black,No,Yes,Yes,"NA",Yes,1,1,11
678,1949,Stayed the Same,Stayed the Same,Stayed the Same,Increased,Decreased,Supply chain challenges,CECRA,"NA",No,12 months or more,No,"NA",No,No,"NA","NA",Yes,1,1,10
690,1949,Decreased,Decreased,Decreased,Decreased,Decreased,Other,None of the Above,Waiting for approval or submitting application,Yes,3 months to less than 6 months,No,"NA",No,Yes,"No, but our business used to use it",Commission fees too high,Yes,1,1,8
697,2015,Stayed the Same,Stayed the Same,Stayed the Same,Increased,Decreased,Shortage of labour force,"Provincial, Territorial or Municipal Government Programs","NA",Yes,Not considering permanent closure or bankrupcy,No,"NA",No,Yes,Yes,"NA",Yes,1,1,4
699,1953,Stayed the Same,Stayed the Same,Decreased,Increased,Decreased,Insufficent and/or fluctuating customer demand,"Provincial, Territorial or Municipal Government Programs","NA",Yes,Don't Know,No,"NA",No,Yes,Yes,"NA",Yes,1,1,9
701,1995,Decreased,Stayed the Same,Increased,Increased,Stayed the Same,Insufficent and/or fluctuating customer demand,CECRA,"NA",Yes,3 months to less than 6 months,No,"NA",No,No,"NA","NA",Yes,1,1,10
702,1997,Stayed the Same,Decreased,Decreased,Increased,Stayed the Same,Supply chain challenges,"Provincial, Territorial or Municipal Government Programs","NA",No,12 months or more,No,"NA",No,Yes,Yes,"NA",Yes,1,1,10
703,1921,Stayed the Same,Stayed the Same,Stayed the Same,Increased,Decreased,Increasing competition,Other,"NA",Yes,1 month to less than 3 months,No,"NA",Yes,No,"NA","NA",Yes,1,1,0
708,2013,Increased,Stayed the Same,Decreased,Increased,Increased,Rent expenses,CECRA,"NA",Yes,12 months or more,Yes,Multiple Visible Minority,No,Yes,Yes,"NA",Yes,1,1,2
710,1991,Stayed the Same,Increased,Decreased,Increased,Decreased,"NA",CERS,"NA",No,1 month to less than 3 months,Yes,South Asian,No,No,"NA","NA",Yes,1,1,2
715,1901,Stayed the Same,Decreased,Decreased,Decreased,Stayed the Same,High speed internet,Loan from Family or Friends,"NA",Don't Know,Don't Know,No,"NA",No,Yes,Yes,"NA",Yes,1,1,7
720,1909,Stayed the Same,Stayed the Same,Decreased,Increased,Decreased,Cost of delivery and take out,Loan from Family or Friends,"NA",Don't Know,3 months to less than 6 months,No,"NA",No,Yes,Yes,"NA",Yes,1,1,3
725,1985,Stayed the Same,Stayed the Same,Increased,Increased,Stayed the Same,Maintaining sufficient cash flow or managing debt,Regional Relief and Recovery Fund,"NA",Yes,Less than 1 month,No,"NA",No,Yes,Yes,"NA",Yes,1,1,8
728,1914,Stayed the Same,Stayed the Same,Increased,Decreased,Stayed the Same,Maintaining sufficient cash flow or managing debt,CECRA,"NA",Yes,Not considering permanent closure or bankrupcy,Yes,South Asian,No,No,"NA","NA",Yes,1,1,12
732,1929,Increased,Stayed the Same,Decreased,Increased,Decreased,Supply chain challenges,Loan from Family or Friends,"NA",Don't Know,Don't Know,Yes,Latin American,No,Yes,Yes,"NA",Yes,1,1,5
733,1961,Stayed the Same,Stayed the Same,Decreased,Increased,Decreased,Rising cost of inputs,CEBA,"NA",No,6 months to less than 12 months,No,"NA",Yes,No,"NA","NA",Yes,1,1,9
736,2020,Stayed the Same,Stayed the Same,Stayed the Same,Stayed the Same,Decreased,Rising cost of inputs,None of the Above,Did not meet eligibility requirements,Yes,Not considering permanent closure or bankrupcy,No,"NA",No,Yes,Yes,"NA",Very Limited (Under 5 Tables),1,1,3
739,1918,Stayed the Same,Stayed the Same,Decreased,Increased,Decreased,Cost of delivery and take out,"Provincial, Territorial or Municipal Government Programs","NA",Yes,Don't Know,Yes,Chinese,No,Yes,"No, but our business used to use it",I don't understand how these platforms work,Yes,1,1,6
746,1996,Stayed the Same,Stayed the Same,Decreased,Increased,Decreased,Rising cost of inputs,Financial Institution (Term Loan or Line-of-Credit,"NA",Yes,12 months or more,No,"NA",No,No,"NA","NA",Yes,1,1,6
750,1987,Decreased,Stayed the Same,Stayed the Same,Increased,Decreased,Increasing competition,CEBA,"NA",Don't Know,3 months to less than 6 months,No,"NA",Yes,Yes,Yes,"NA",Yes,1,1,9
751,1945,Stayed the Same,Decreased,Stayed the Same,Increased,Decreased,High speed internet,"Provincial, Territorial or Municipal Government Programs","NA",Yes,Not considering permanent closure or bankrupcy,No,"NA",No,Yes,Yes,"NA",Yes,1,1,6
755,1935,Increased,Stayed the Same,Decreased,Increased,Stayed the Same,Other,Loan from Family or Friends,"NA",Yes,Don't Know,Yes,"First Nations, Metis and/or Inuit",No,No,"NA","NA",Yes,1,1,11
759,1981,Stayed the Same,Stayed the Same,Stayed the Same,Increased,Stayed the Same,Government regulations,Financial Institution (Term Loan or Line-of-Credit,"NA",Don't Know,1 month to less than 3 months,No,"NA",No,No,"NA","NA",Yes,1,1,7
760,1941,Stayed the Same,Stayed the Same,Decreased,Increased,Stayed the Same,Government regulations,Loan from Family or Friends,"NA",Yes,Not considering permanent closure or bankrupcy,Yes,South Asian,No,Yes,Yes,"NA",Yes,1,1,8
763,1931,Stayed the Same,Stayed the Same,Decreased,Increased,Decreased,Shortage of space and equipment,Grant or Loan Funding from Philanthropic or Mutual-Aid Sources,"NA",No,1 month to less than 3 months,No,"NA",No,No,"NA","NA",Yes,1,1,9
768,1914,Increased,Increased,Decreased,Decreased,Stayed the Same,Cost of delivery and take out,CEBA,"NA",Don't Know,Less than 1 month,No,"NA",No,Yes,Yes,"NA",Yes,1,1,7
772,1974,Increased,Stayed the Same,Decreased,Stayed the Same,Decreased,Government regulations,Regional Relief and Recovery Fund,"NA",Don't Know,6 months to less than 12 months,No,"NA",No,Yes,Yes,"NA",Yes,1,1,7
774,2012,Stayed the Same,Stayed the Same,Decreased,Increased,Decreased,Recruiting and training skilled employees,None of the Above,Funding or credit not needed,Yes,6 months to less than 12 months,No,"NA",No,Yes,Yes,"NA",Yes,1,1,7
785,1985,Stayed the Same,Stayed the Same,Stayed the Same,Increased,Decreased,Government regulations,CEBA,"NA",Yes,Not considering permanent closure or bankrupcy,No,"NA",No,Yes,"No, but our business is considering it","NA",Yes,1,1,3
789,1979,Decreased,Decreased,Increased,Increased,Increased,Shortage of labour force,Regional Relief and Recovery Fund,"NA",No,3 months to less than 6 months,No,"NA",Yes,Yes,Yes,"NA",Yes,1,1,5
790,1913,Stayed the Same,Increased,Decreased,Increased,Stayed the Same,Increasing competition,Regional Relief and Recovery Fund,"NA",No,Less than 1 month,Yes,Chinese,No,Yes,Yes,"NA",Yes,1,1,6
791,1932,Stayed the Same,Increased,Stayed the Same,Increased,Decreased,Maintaining sufficient cash flow or managing debt,CEBA,"NA",No,3 months to less than 6 months,No,"NA",No,Yes,Yes,"NA",Yes,1,1,5
794,1918,Increased,Stayed the Same,Decreased,Decreased,Decreased,Cost of insurance,CERS,"NA",Yes,Less than 1 month,Yes,South Asian,Yes,Yes,Yes,"NA",Yes,1,1,7
800,1908,Stayed the Same,Stayed the Same,Decreased,Decreased,Decreased,Government regulations,CERS,"NA",Yes,12 months or more,Yes,Multiple Visible Minority,No,Yes,Yes,"NA",Yes,1,1,11
802,2021,Stayed the Same,Increased,Decreased,Increased,Decreased,Government regulations,None of the Above,Did not meet eligibility requirements,No,Less than 1 month,Yes,South Asian,No,Yes,Yes,"NA",Yes,1,1,4
804,1939,Decreased,Stayed the Same,Stayed the Same,Decreased,Stayed the Same,Cost of insurance,Financial Institution (Term Loan or Line-of-Credit,"NA",Don't Know,Not considering permanent closure or bankrupcy,No,"NA",No,Yes,Yes,"NA",Yes,1,1,4
805,1952,Increased,Stayed the Same,Decreased,Increased,Decreased,Maintaining sufficient cash flow or managing debt,Financial Institution (Term Loan or Line-of-Credit,"NA",Don't Know,3 months to less than 6 months,No,"NA",Yes,Yes,Yes,"NA",Yes,1,1,8
811,1999,Stayed the Same,Stayed the Same,Decreased,Stayed the Same,Decreased,Shortage of labour force,"Provincial, Territorial or Municipal Government Programs","NA",No,Not considering permanent closure or bankrupcy,No,"NA",No,Yes,Yes,"NA",Yes,1,1,14
821,1955,Stayed the Same,Stayed the Same,Decreased,Decreased,Increased,High speed internet,Grant or Loan Funding from Philanthropic or Mutual-Aid Sources,"NA",Don't Know,12 months or more,No,"NA",No,No,"NA","NA",Yes,1,1,1
829,1958,Stayed the Same,Increased,Decreased,Increased,Decreased,Shortage of space and equipment,Grant or Loan Funding from Philanthropic or Mutual-Aid Sources,"NA",Don't Know,12 months or more,No,"NA",No,Yes,Yes,"NA",Yes,1,1,4
830,1997,Stayed the Same,Decreased,Decreased,Increased,Decreased,Recruiting and training skilled employees,None of the Above,Waiting for approval or submitting application,No,12 months or more,No,"NA",No,Yes,"No, but our business used to use it",I don't understand how these platforms work,Yes,1,1,8
833,1930,Stayed the Same,Increased,Decreased,Stayed the Same,Decreased,Maintaining sufficient cash flow or managing debt,Financial Institution (Term Loan or Line-of-Credit,"NA",Don't Know,Don't Know,No,"NA",Yes,Yes,Yes,"NA",Yes,1,1,14
849,1953,Stayed the Same,Decreased,Increased,Stayed the Same,Decreased,Recruiting and training skilled employees,CEBA,"NA",No,Not considering permanent closure or bankrupcy,No,"NA",No,No,"NA","NA",Yes,1,1,8
851,1978,Stayed the Same,Decreased,Increased,Stayed the Same,Decreased,Shortage of space and equipment,Other,"NA",No,3 months to less than 6 months,No,"NA",Yes,Yes,Yes,"NA",Yes,1,1,4
855,1901,Stayed the Same,Stayed the Same,Decreased,Increased,Stayed the Same,Government regulations,Regional Relief and Recovery Fund,"NA",Yes,1 month to less than 3 months,No,"NA",No,Yes,Yes,"NA",Yes,1,1,9
856,1987,Decreased,Increased,Decreased,Increased,Decreased,High speed internet,CEWS,"NA",Don't Know,12 months or more,No,"NA",No,Yes,"No, but our business used to use it",I don't understand how these platforms work,Yes,1,1,9
857,1935,Stayed the Same,Decreased,Decreased,Increased,Decreased,Supply chain challenges,Grant or Loan Funding from Philanthropic or Mutual-Aid Sources,"NA",Yes,6 months to less than 12 months,No,"NA",No,Yes,Yes,"NA",Yes,1,1,9
858,1941,Decreased,Stayed the Same,Stayed the Same,Increased,Decreased,Cost of insurance,Regional Relief and Recovery Fund,"NA",No,3 months to less than 6 months,No,"NA",No,Yes,Yes,"NA",Yes,1,1,9
869,2020,Increased,Stayed the Same,Decreased,Increased,Decreased,Supply chain challenges,CERS,"NA",No,1 month to less than 3 months,No,"NA",No,No,"NA","NA",Yes,1,1,8
871,1935,Decreased,Decreased,Decreased,Increased,Decreased,Insufficent and/or fluctuating customer demand,CEWS,"NA",Don't Know,6 months to less than 12 months,No,"NA",No,Yes,Yes,"NA",Yes,1,1,4
876,1985,Decreased,Stayed the Same,Decreased,Increased,Decreased,Rising cost of inputs,CECRA,"NA",Yes,6 months to less than 12 months,No,"NA",No,Yes,Yes,"NA",Yes,1,1,11
877,1973,Stayed the Same,Increased,Decreased,Increased,Decreased,Shortage of labour force,Regional Relief and Recovery Fund,"NA",No,Don't Know,Yes,South Asian,No,Yes,Yes,"NA",Yes,1,1,6
